id_,sail_ship_id,deaparture_harbour,arrival_harbour,sail_freight_id,container_loaded,payment_currency
34344,78794,18645,18612,1744,102,SPL
29806,79201,18612,18628,1708,47,TZS
34596,78461,18537,18538,1807,175,LBP
44180,79952,18620,18511,1530,153,MAD
31820,77031,18598,18612,1917,79,SYP
26451,79430,18548,18582,1694,235,SRD
34936,77863,18538,18621,1380,156,AZN
36114,77411,18565,18668,1702,110,ETB
32545,79917,18513,18582,1895,235,LTL
30254,77487,18540,18594,1909,196,BZD
33499,77884,18588,18579,1517,174,CVE
42478,79783,18675,18542,1901,216,KZT
28854,77143,18614,18588,1811,178,SGD
41618,79401,18673,18665,1895,242,SHP
44616,78463,18694,18579,1408,153,AFN
40859,78417,18627,18608,1816,229,MRO
30881,77408,18563,18530,1596,104,TJS
30394,79274,18571,18673,1843,75,GIP
42038,77934,18571,18680,1400,81,BMD
41989,77210,18555,18593,1811,182,HNL
27465,79319,18664,18603,1372,68,SDG
38669,78201,18545,18669,1843,209,SCR
32987,78495,18503,18542,1372,206,NAD
28340,77675,18646,18574,1810,195,GTQ
29894,79430,18672,18547,1938,234,ZMW
34576,77201,18537,18627,1408,186,KGS
39817,77957,18563,18588,1744,30,OMR
41772,77302,18598,18541,1592,195,TMT
29364,78173,18631,18670,1645,129,TMT
28413,77825,18538,18687,1816,235,AUD
39615,78861,18654,18695,2018,88,TMT
40383,77934,18651,18529,1345,123,PKR
38172,78097,18549,18593,1400,226,HKD
43133,77889,18559,18624,1901,150,CAD
42365,77691,18552,18657,1456,138,MKD
35704,77435,18654,18539,1991,44,GTQ
30057,78764,18652,18554,1991,223,TMT
30428,78394,18632,18691,1807,225,CVE
34775,79305,18565,18595,1917,34,SAR
25992,78998,18662,18549,1895,118,CUP
28087,79922,18581,18694,1883,210,PKR
31047,77711,18540,18641,1991,247,EGP
27774,79395,18651,18592,1811,128,CDF
37824,78996,18522,18664,1456,75,GTQ
38056,79214,18654,18561,1592,207,VEF
34919,78952,18543,18671,1191,36,CUP
28567,79258,18500,18684,1780,68,PEN
42513,78854,18561,18664,1191,208,BYR
36530,77976,18670,18687,1917,99,RSD
30768,77728,18582,18625,1408,134,ARS
30561,78513,18672,18691,1718,75,SEK
26145,79319,18536,18599,1645,203,CNY
38672,78658,18541,18531,1368,131,DZD
36473,78499,18632,18646,1807,190,BMD
42749,79198,18668,18576,1917,73,SHP
27913,78489,18581,18651,1400,99,ZAR
27334,77372,18584,18510,1408,107,MVR
36866,77238,18536,18669,1910,137,KGS
31831,79892,18571,18670,1777,123,BHD
30122,77143,18684,18545,1955,225,DKK
44412,77548,18542,18608,1777,176,SDG
41126,77068,18670,18632,1627,80,GMD
42141,77970,18680,18628,1995,201,MZN
28325,78170,18510,18687,1345,178,CUC
39689,78274,18556,18602,1596,44,IDR
30835,78774,18654,18691,1592,86,DJF
35126,78764,18662,18513,1883,74,GIP
36991,77094,18638,18593,1596,147,PHP
41112,78108,18675,18522,1456,221,TRY
44893,78377,18675,18528,1191,117,NIO
35706,78998,18571,18584,1744,219,BDT
40417,78875,18542,18563,2008,179,SBD
27068,79345,18543,18628,1883,107,KPW
25702,79806,18509,18627,1372,76,KHR
33233,79430,18639,18628,1780,60,TTD
42792,79214,18559,18675,1816,200,STD
30397,78213,18693,18629,1883,225,KPW
34347,78489,18579,18509,1811,212,SEK
41410,79649,18675,18575,1380,155,IRR
35543,78386,18625,18571,1816,62,MAD
30399,78386,18565,18551,1909,163,ANG
39999,79649,18620,18694,1800,58,HRK
30622,77487,18593,18667,1592,106,MAD
36112,77368,18560,18560,1938,142,NGN
29090,79401,18693,18583,1694,118,EUR
27343,79968,18501,18521,1191,187,TWD
37050,79982,18552,18549,1955,72,HUF
38233,79020,18643,18510,1274,107,PYG
33193,79377,18665,18584,1811,53,BOB
36749,79695,18629,18625,2018,224,KZT
42106,77594,18639,18694,1419,158,ALL
40047,77448,18528,18552,1427,71,GYD
28859,79494,18686,18612,1756,72,NZD
36898,78543,18540,18680,1694,195,CAD
32878,79237,18538,18686,1955,159,SPL
42426,77889,18551,18684,1592,225,CRC
27503,79644,18519,18624,1427,220,IRR
43579,77136,18504,18537,1645,124,ZWD
36401,77224,18625,18542,1596,190,SBD
28919,79926,18646,18590,1328,64,GMD
39715,78639,18691,18683,1345,225,AMD
31990,77879,18553,18531,1800,70,PLN
37753,79425,18504,18675,1744,62,RSD
34388,78774,18667,18556,1517,72,CLP
29137,78585,18645,18559,1718,210,RON
30078,78463,18521,18687,1596,66,SEK
44779,79859,18653,18554,1995,196,MUR
35351,77139,18698,18582,1645,130,BBD
44747,79258,18531,18651,1328,37,AUD
43900,79634,18563,18605,1345,167,IMP
30654,79649,18552,18576,1895,82,KRW
38752,77107,18576,18528,1427,40,SZL
39277,79952,18576,18554,1810,221,AUD
28018,77448,18543,18521,1645,54,YER
35254,79377,18553,18693,1408,84,LSL
26523,78550,18572,18627,1645,67,BGN
39581,79965,18519,18602,1718,162,LSL
42807,77970,18664,18691,1617,152,CUP
32788,77278,18583,18588,1708,50,JMD
33560,79854,18555,18509,1883,113,RON
34230,80025,18500,18606,1400,169,QAR
44175,77201,18583,18539,1843,59,GNF
34224,77764,18551,18549,1274,199,AFN
42965,78201,18687,18556,2030,195,LYD
43389,78516,18615,18547,1592,82,BSD
29389,77745,18537,18621,1718,171,BIF
38989,78787,18536,18561,1596,124,AUD
44253,77123,18613,18548,1708,212,MOP
35922,79027,18511,18563,1883,135,COP
43137,79409,18559,18668,1843,165,SLL
36426,79522,18536,18540,1380,45,PYG
30342,78284,18698,18500,1816,242,ALL
35538,78388,18665,18504,1617,47,ZWD
31058,77395,18612,18584,1991,110,IMP
32132,77448,18536,18519,1596,173,MMK
34194,79224,18686,18605,1883,121,HTG
32520,78548,18574,18548,1400,91,PGK
31431,79635,18598,18599,2030,248,MXN
44130,79703,18576,18576,1627,138,NGN
29199,78684,18530,18599,1427,54,GEL
36980,79010,18579,18612,1592,174,NZD
28235,77957,18620,18513,1917,210,CZK
42598,79257,18565,18658,1592,174,LKR
40261,79224,18576,18651,1191,33,BAM
41831,78168,18604,18675,1938,76,HKD
44039,79861,18561,18668,1995,201,ERN
28441,79621,18547,18537,1816,162,SZL
38750,79642,18522,18549,1845,124,LRD
30717,78201,18581,18629,1708,38,PEN
26489,78786,18670,18662,1274,159,HUF
33907,78048,18605,18510,1901,51,LTL
26490,79961,18653,18576,2030,242,MDL
37508,79901,18509,18629,1843,73,NZD
42724,77113,18521,18629,2030,49,BGN
40519,79818,18629,18564,1274,65,NIS
34806,77547,18668,18594,2018,175,CNY
35995,79665,18650,18627,1517,144,RWF
40253,79313,18500,18539,1419,117,XCD
32816,77825,18651,18680,1810,199,PKR
38085,78764,18628,18528,1368,180,MRO
25870,77252,18567,18553,1372,227,BYR
31741,78062,18668,18567,1328,58,SVC
43366,79642,18500,18551,1917,248,INR
41426,77620,18593,18645,1991,208,MGA
39905,79222,18656,18620,1530,122,DOP
30396,77139,18529,18529,1845,57,NAD
33913,79968,18594,18602,1895,118,TJS
25862,78387,18612,18676,1191,160,AED
33862,77239,18670,18667,1694,30,BDT
33741,78003,18670,18522,1368,208,EGP
41388,79818,18658,18564,1530,191,GYD
34402,78952,18569,18668,1777,55,DKK
27583,77844,18667,18571,1592,89,NZD
26059,79142,18583,18646,2018,188,NPR
35741,78760,18503,18501,1708,68,XPF
25538,79313,18640,18538,1843,226,AFN
36189,79285,18664,18667,1995,70,KPW
32912,79111,18584,18590,1386,224,GHS
26543,77745,18541,18675,1810,210,BRL
35318,77522,18646,18608,1811,223,SAR
44452,78658,18673,18640,1756,80,SBD
29650,78685,18538,18638,1645,222,RON
36537,77224,18691,18613,1372,98,LKR
41494,77112,18700,18665,1995,101,CUP
33165,78386,18624,18536,1708,86,PLN
37597,79723,18511,18661,1191,37,RUB
36310,79526,18588,18604,1883,90,XCD
41614,77143,18513,18571,1780,172,RON
33728,78003,18581,18590,1694,171,UYU
35740,78284,18536,18509,1955,156,CDF
29690,79901,18631,18545,1938,185,KES
33169,79842,18565,18700,1400,110,KMF
33928,79635,18687,18555,1800,121,NZD
27777,77955,18608,18628,1938,242,RSD
41107,78659,18528,18673,1909,160,BHD
28196,78213,18576,18504,1843,32,GYD
43491,78978,18680,18541,1627,84,FKP
43792,78548,18614,18530,1780,226,GHS
32892,78150,18653,18694,1955,79,ERN
29784,78284,18643,18700,1617,75,LRD
32790,78538,18694,18584,1191,114,YER
40894,78227,18509,18569,1380,145,STD
29028,77487,18686,18519,2008,246,BMD
30763,77007,18524,18559,1456,169,RSD
34226,78875,18588,18661,1694,193,EUR
41219,78003,18585,18646,1617,179,BMD
44785,77604,18693,18688,1807,243,SVC
42684,78078,18680,18500,1645,139,OMR
33418,78230,18643,18540,1843,105,TOP
44873,79565,18530,18612,1530,169,CVE
39348,77825,18552,18511,1386,181,SEK
29103,78173,18560,18554,1811,174,HTG
41735,77454,18599,18582,1368,128,UAH
26873,79578,18670,18646,1386,216,LAK
25145,77863,18594,18599,1901,164,LTL
35600,79425,18694,18629,2018,171,RUB
40668,77955,18545,18554,1627,63,TJS
44262,78408,18500,18541,1955,157,NIO
35371,78639,18654,18664,2008,89,LKR
40933,78738,18675,18676,1718,166,JMD
32707,79285,18581,18547,1617,105,CNY
34706,78546,18504,18513,1800,164,SPL
37151,78388,18620,18501,1895,166,AUD
30694,77828,18628,18657,1895,167,BWP
35082,77695,18623,18531,1718,116,TND
32608,79097,18658,18503,1645,75,IQD
42408,79270,18583,18650,1400,43,GYD
34163,79509,18651,18698,1386,82,MAD
28594,79177,18594,18560,1756,212,ISK
43151,77201,18612,18513,1909,191,ALL
27451,77547,18628,18504,1901,129,KZT
31519,79952,18672,18585,1694,199,HKD
40286,78630,18539,18671,1592,79,SLL
27859,79818,18623,18552,1940,244,ZAR
44959,79327,18516,18602,1708,32,FKP
32591,79356,18569,18567,1910,68,SHP
41820,77594,18681,18676,1458,226,PGK
40431,79695,18571,18584,1372,103,IRR
25767,77844,18555,18605,1427,144,GHS
35214,78684,18613,18513,1810,65,GMD
43063,78586,18641,18693,1627,245,DOP
37718,78543,18628,18652,1694,61,GMD
36424,78478,18509,18641,1517,170,CRC
31201,79058,18683,18591,1910,219,CLP
43463,79509,18522,18669,1909,99,XDR
27054,79043,18509,18541,1617,81,XOF
43689,79395,18500,18669,1456,217,SCR
25784,79842,18625,18654,1845,36,ZMW
42985,78076,18672,18564,1345,167,CDF
27704,79020,18591,18555,1991,89,ETB
35345,79805,18539,18552,1895,32,KPW
30296,78417,18686,18603,1419,106,ETB
37906,78952,18559,18669,1645,92,SBD
26508,77210,18536,18629,1810,59,MMK
39357,77764,18641,18645,1456,149,AED
37659,78406,18613,18549,1938,170,BZD
29656,79282,18686,18572,1901,118,SHP
31202,79526,18581,18584,1191,167,SVC
30531,79858,18560,18638,1372,173,LTL
31214,77435,18621,18553,1191,217,XPF
38263,79257,18623,18541,1901,105,GGP
42691,77565,18559,18652,1800,166,MZN
31500,79846,18571,18542,1718,247,BND
25676,79138,18656,18500,1596,241,THB
44530,77522,18624,18579,1883,207,INR
33980,77054,18591,18583,1800,133,NZD
25594,78719,18560,18624,1380,176,CAD
35182,78408,18569,18664,1991,224,MNT
43174,79901,18646,18625,1744,31,LTL
38879,79808,18575,18629,1694,220,EGP
36642,77278,18668,18545,1780,37,AFN
34482,78943,18654,18590,1756,145,HUF
40507,77684,18620,18627,1458,143,SOS
33205,77252,18620,18661,2008,198,KYD
44803,79417,18554,18603,1995,134,TVD
29241,79043,18676,18624,1517,222,MGA
39458,77255,18528,18531,1694,122,AED
38509,79676,18628,18594,1777,191,BDT
44963,77291,18539,18698,1810,220,CLP
42572,78194,18554,18575,1517,206,JMD
44320,79603,18673,18569,1883,205,SPL
30669,79290,18669,18516,1744,36,KZT
36482,77201,18554,18551,1843,90,TJS
35136,77598,18661,18538,1955,144,PEN
38755,79290,18538,18504,1345,77,BBD
25069,78242,18657,18625,1617,41,AMD
38724,78182,18551,18656,1756,131,UZS
31910,78154,18628,18621,1910,201,KYD
30027,77957,18548,18686,1400,151,MYR
26997,77400,18562,18555,1991,165,HKD
30921,79697,18673,18603,2030,184,BHD
35761,77889,18639,18613,1702,231,BSD
29230,77454,18537,18504,1955,217,FJD
30207,79808,18654,18657,1895,85,IQD
33819,79198,18688,18575,1807,191,BYR
42701,78062,18662,18656,1845,204,XCD
43298,77786,18572,18612,2018,56,XDR
37201,78168,18638,18624,1811,135,MAD
40724,78287,18670,18541,1345,76,INR
34688,77863,18605,18537,1400,36,RON
35263,79644,18503,18510,1777,183,MZN
35285,77294,18556,18684,1617,166,ILS
35322,78978,18628,18694,1408,214,TRY
31948,77454,18672,18530,1800,244,MAD
44081,77619,18521,18664,1274,78,LTL
34300,79803,18548,18620,1530,54,ZAR
38051,77352,18645,18691,1756,218,KZT
26704,79565,18662,18657,1901,218,MXN
36330,77548,18606,18651,1617,188,KES
29050,79278,18669,18579,1592,168,JMD
37090,79820,18543,18680,2008,111,UYU
29751,78468,18694,18661,1843,84,EUR
37234,79870,18591,18640,1380,176,TND
30225,78662,18680,18669,1843,193,EUR
36380,77255,18691,18614,1328,60,HRK
37901,77666,18561,18698,1811,232,SVC
34138,77844,18631,18594,1368,239,OMR
39339,78076,18510,18680,1756,198,MYR
26916,79494,18543,18652,2030,163,USD
35250,78284,18529,18594,1807,89,NAD
42552,79922,18632,18645,1807,59,KZT
27317,77744,18629,18528,1386,250,PHP
27869,78334,18593,18684,1517,220,NGN
26123,79177,18588,18599,1408,165,TJS
29330,78478,18688,18687,1910,124,LYD
33310,79842,18588,18652,1991,75,QAR
39080,77970,18592,18628,1368,132,BSD
29145,79319,18641,18615,1909,186,AOA
44022,78370,18581,18563,1400,207,JOD
40122,79693,18516,18603,1427,202,YER
30559,79841,18583,18530,2008,68,ZAR
32531,78516,18588,18608,1368,71,RON
25553,79481,18632,18654,1910,53,KPW
40172,78630,18554,18565,1991,84,WST
34875,79892,18667,18623,1345,117,SYP
27708,77107,18698,18598,1328,111,NAD
39996,77884,18631,18547,1617,126,GHS
35665,78081,18563,18643,1328,101,TWD
35568,78948,18608,18562,1917,229,MOP
29739,77934,18588,18668,1368,146,GEL
42327,78719,18575,18670,1909,197,AZN
44575,77979,18638,18585,1917,114,ZAR
29640,78204,18639,18608,1777,199,TND
33666,77970,18652,18556,1708,116,MGA
44653,79224,18560,18522,1777,157,PKR
27266,77079,18687,18638,1400,224,LKR
37787,79565,18625,18595,1596,90,NOK
35908,77545,18608,18521,1910,193,DKK
44851,77863,18695,18653,1627,85,XAF
41860,77454,18513,18529,1596,92,GHS
44161,79923,18662,18549,1901,113,CLP
36573,79703,18623,18552,1694,178,UZS
36137,79808,18683,18543,1592,123,SCR
27048,78062,18684,18574,1718,172,TRY
30131,77666,18623,18547,1995,232,BYR
30939,78227,18686,18693,1955,221,STD
40192,78190,18667,18575,1810,67,CNY
33443,78379,18516,18593,1910,61,SPL
44679,79377,18593,18632,1777,152,MNT
37748,78204,18579,18612,1955,49,BIF
39728,78284,18591,18695,1807,114,CZK
38109,77786,18554,18569,1780,224,BOB
35386,77626,18592,18543,1386,55,IDR
29290,77863,18522,18554,1400,40,PYG
29210,78173,18501,18602,1991,207,LAK
33807,78377,18680,18646,1708,193,AOA
27113,77113,18684,18621,2008,157,ZWD
25765,78952,18624,18667,2008,154,PEN
27424,77626,18528,18656,1910,123,BND
26985,79278,18620,18693,1596,166,VUV
35385,79976,18542,18669,1910,110,CLP
40973,78952,18628,18576,1380,105,JPY
43276,80025,18669,18516,1909,137,KES
32316,78996,18543,18542,1627,72,BSD
34666,77626,18556,18657,1458,197,LSL
42302,79446,18536,18565,1940,245,MAD
40509,78097,18641,18513,1368,193,MNT
30719,79818,18602,18584,1617,181,NOK
34262,78875,18567,18656,1991,65,BYR
42825,78300,18540,18529,2018,75,SDG
26572,77382,18583,18554,1901,79,ETB
42319,79653,18569,18590,1816,226,ARS
35034,78406,18604,18665,1458,50,TTD
44595,78168,18662,18661,1517,225,CUC
35079,78201,18683,18700,1917,113,NAD
32380,77139,18657,18598,1530,154,YER
40998,77862,18599,18656,1345,192,BND
35145,79257,18599,18675,1816,133,ZAR
37386,79017,18625,18571,1843,224,NPR
33647,79842,18563,18503,1909,193,BTN
43387,77322,18673,18528,1702,147,KGS
36665,77490,18667,18592,2008,114,COP
44193,79976,18521,18556,1810,162,PKR
40796,79976,18700,18552,1800,172,SVC
35882,78516,18563,18529,1427,93,MUR
34072,77487,18651,18627,1991,142,YER
40677,79716,18591,18680,1380,153,KES
34098,78219,18564,18504,1702,63,CUC
39161,77239,18530,18613,1744,162,NZD
37366,78274,18542,18593,1756,69,MZN
40653,79526,18549,18625,1328,53,NGN
36816,77238,18654,18680,1940,112,GHS
33588,77863,18629,18543,1810,208,CAD
28296,79653,18548,18683,1517,38,RON
28194,77960,18552,18643,1991,234,GMD
32583,79282,18536,18684,1592,49,EUR
30886,79282,18522,18539,1530,69,JEP
31685,79511,18681,18536,1458,94,DKK
40694,77100,18641,18691,1617,211,KZT
43604,77878,18602,18676,1917,196,CUC
31432,79214,18524,18552,1777,103,ISK
42203,78568,18549,18585,1917,105,LYD
30266,79861,18589,18504,1596,219,SDG
39190,77976,18500,18625,1345,172,SHP
42888,78394,18680,18698,1400,59,INR
39017,77487,18543,18687,1592,77,MYR
43101,77011,18620,18621,1372,222,GYD
32422,77319,18641,18590,1419,30,CAD
38715,79676,18629,18603,2018,162,CAD
28504,77934,18691,18553,1368,136,TMT
36367,79186,18661,18551,1328,120,CUP
42515,77143,18629,18646,1901,234,INR
36479,79511,18529,18521,1368,173,LRD
36375,77976,18549,18621,1883,249,MDL
43669,79201,18653,18638,1372,174,SEK
36781,77255,18548,18670,1807,237,CRC
37483,77069,18612,18684,1777,74,TMT
39847,77613,18521,18683,1372,138,GEL
43693,79214,18547,18594,1400,199,NIS
38539,79511,18539,18548,1845,123,BND
29083,79395,18673,18687,1883,66,XPF
26394,77372,18524,18563,1800,221,HRK
41578,77801,18541,18593,1780,199,PHP
37410,78646,18559,18595,1386,146,BND
41311,78208,18612,18686,1940,178,BYR
38079,77239,18657,18504,1744,55,IMP
36315,77487,18700,18629,1991,129,TVD
36033,79234,18548,18588,1901,195,CHF
35213,77324,18528,18555,1408,182,JMD
43322,78120,18621,18621,1995,226,KGS
43480,77825,18560,18641,1408,120,NOK
35834,77011,18686,18595,1845,166,INR
36036,78794,18579,18554,1917,232,MWK
25431,79417,18569,18591,1408,55,HNL
33023,77884,18584,18664,1191,64,ISK
33417,77594,18501,18693,1816,220,HUF
37664,78108,18551,18584,1810,110,CRC
33336,78208,18548,18688,1800,102,ANG
26009,78742,18631,18553,1530,44,RON
25847,78639,18667,18553,1845,231,SAR
27759,79425,18564,18632,1345,227,TMT
30134,79319,18693,18529,1995,187,NOK
40032,78998,18582,18661,1938,99,XOF
44741,77862,18543,18608,1909,107,RSD
42669,77955,18509,18528,1345,67,LSL
29051,78918,18602,18528,1883,105,HRK
27356,78406,18528,18595,1756,114,CNY
32983,77011,18593,18536,1368,42,MZN
32916,79285,18650,18504,1955,221,ANG
29929,79282,18569,18652,1917,202,PEN
35842,78284,18571,18542,1708,164,AED
33829,78550,18639,18599,1328,54,KMF
26800,78639,18511,18504,1910,213,CUC
38560,79494,18551,18516,1274,196,BOB
42500,78166,18539,18530,1708,130,NGN
27917,77744,18632,18510,1191,180,RON
41417,77408,18684,18521,1991,246,TTD
29258,79612,18621,18676,1368,33,EUR
37975,80025,18662,18582,1995,116,SGD
41468,79209,18620,18530,1843,78,XCD
34944,78300,18509,18639,1917,41,RSD
30505,77594,18650,18621,1883,36,THB
43778,78267,18541,18613,1458,132,BAM
28736,79209,18585,18676,1645,200,SBD
43819,77691,18643,18559,1756,128,LRD
38729,78388,18646,18501,1917,82,CAD
33066,79446,18641,18629,1910,49,UYU
37492,77094,18645,18684,1408,126,TND
35114,79454,18556,18588,1517,109,AOA
25974,79058,18509,18504,1883,51,ERN
35047,78218,18656,18693,1901,85,MUR
44384,78774,18631,18538,1991,196,DKK
40895,79922,18589,18589,1345,101,NZD
44522,79274,18563,18621,1744,199,HNL
31180,78292,18640,18563,1744,237,CRC
32107,77878,18579,18680,2008,89,GGP
32827,78775,18608,18700,1777,36,YER
42927,78204,18602,18589,1408,117,RUB
37308,78394,18664,18681,1408,247,NGN
40966,79735,18681,18687,2030,181,GEL
41200,77100,18552,18582,1458,174,XAF
36221,77224,18542,18605,1380,74,CNY
41291,77889,18543,18695,1901,83,JPY
39998,77920,18681,18623,1517,162,DJF
44718,78684,18671,18548,1909,181,TTD
26806,78219,18547,18638,1955,207,TND
36095,79214,18549,18582,1328,183,LKR
28485,79377,18641,18579,1427,65,LTL
30792,77311,18561,18563,1955,108,BOB
35682,79703,18536,18665,1645,55,CUP
28688,77877,18658,18623,1917,93,PAB
38214,77889,18650,18585,1645,213,UZS
28726,78978,18641,18675,2030,58,RWF
39731,79126,18668,18652,1811,193,BMD
36223,78775,18632,18562,1517,121,BBD
29518,79820,18579,18542,1718,200,VUV
44227,77825,18542,18598,1419,218,HUF
37680,78646,18598,18548,1807,181,GGP
25673,78048,18531,18683,1328,214,TVD
28278,77542,18695,18584,2030,133,RON
35587,79522,18574,18687,2018,112,CVE
25258,78653,18552,18556,1380,57,BOB
43651,78653,18561,18653,1810,192,INR
31860,79151,18500,18687,1811,225,DZD
40902,78774,18646,18698,1845,157,IRR
28707,77542,18628,18519,1991,151,MKD
27725,77548,18547,18588,1274,87,SPL
26675,78952,18646,18548,1427,43,SCR
44917,79395,18536,18501,1408,230,MNT
41191,78786,18531,18627,1816,199,ANG
41466,78770,18653,18598,1408,138,SHP
26648,79982,18554,18552,1592,160,KYD
32905,78081,18615,18556,1702,53,UAH
44328,78218,18641,18668,1940,107,SDG
28858,79111,18569,18501,1708,41,BWP
33688,79820,18651,18687,1938,37,BDT
26251,79198,18640,18632,2018,34,ZWD
39997,78719,18693,18657,1368,195,PGK
32063,79923,18687,18695,1694,134,GNF
36165,78775,18684,18686,1400,150,LSL
30408,77395,18563,18658,1991,77,KRW
42360,78095,18503,18500,1845,91,OMR
30966,77976,18698,18654,1694,130,RON
32158,77411,18698,18684,1596,237,LRD
27770,77920,18653,18669,1617,173,ARS
25077,79603,18576,18661,2018,90,NIS
39105,79806,18646,18684,1408,144,BMD
41847,79177,18559,18631,1386,200,SAR
36609,79703,18536,18652,1955,34,IDR
33818,79274,18621,18555,1596,92,AZN
30667,77675,18504,18584,1617,32,SRD
31630,79851,18555,18661,1816,144,USD
29367,79723,18562,18572,1400,70,MUR
34910,77448,18556,18620,1845,30,SBD
41889,77187,18684,18501,1694,229,ISK
38693,79901,18519,18673,1328,220,PGK
34161,79735,18571,18613,1955,132,XPF
43420,79917,18584,18687,1645,198,XOF
39663,77123,18540,18511,1596,152,INR
27962,77094,18693,18694,1380,175,XOF
39333,79319,18680,18606,1627,106,MDL
44528,77744,18612,18623,1910,107,HTG
30735,78227,18632,18567,1895,180,GMD
40563,79723,18565,18664,1380,236,LYD
29762,78218,18656,18504,1995,46,AFN
28637,77154,18680,18643,1408,162,CVE
34561,77255,18700,18548,1780,112,LKR
28277,77547,18604,18543,1694,231,NIS
29009,77054,18582,18563,1811,181,ILS
41558,78775,18521,18686,1386,139,HRK
44443,79917,18576,18615,1901,129,BBD
36590,77955,18530,18595,1780,237,VUV
41326,79982,18671,18581,1645,180,ALL
28411,78546,18583,18583,2018,159,PAB
30291,78387,18584,18569,1910,74,AOA
28378,78097,18583,18559,1883,110,FJD
25667,79965,18584,18599,1596,200,BZD
42605,77143,18684,18676,1910,139,KWD
44342,79010,18639,18612,1386,62,IMP
33707,78370,18561,18686,1645,99,VND
43868,78461,18560,18657,1744,244,BRL
42919,77383,18583,18613,1517,194,BRL
30959,77879,18645,18694,1702,48,TMT
44309,77976,18509,18684,1702,188,KWD
26870,78150,18693,18631,1386,181,ANG
27729,78786,18641,18572,2018,77,BHD
33390,78618,18665,18537,1645,122,ERN
31851,78738,18501,18545,1901,75,TZS
42170,77224,18524,18604,1816,87,RUB
31197,77107,18516,18656,1938,34,PEN
28075,77408,18656,18561,1530,124,XOF
43291,78774,18547,18645,1883,164,KHR
30523,79151,18680,18531,1702,32,LYD
27099,79859,18686,18671,1408,39,EUR
32562,78308,18564,18536,1991,136,VEF
34281,79345,18700,18694,1592,82,KPW
33925,77728,18540,18684,1702,174,PEN
26154,79578,18670,18602,1917,235,MGA
40614,79859,18656,18531,1530,119,COP
41210,79481,18583,18564,1627,226,AZN
26252,79395,18623,18540,1845,116,MYR
44425,79901,18531,18676,1708,100,UAH
33042,78546,18561,18604,1530,193,STD
25469,77372,18579,18656,1380,111,PKR
32805,79818,18627,18676,1694,40,MWK
38176,79783,18560,18579,1694,180,BBD
32859,78952,18501,18627,1955,107,SYP
35508,77210,18625,18593,1517,179,SGD
40481,77252,18569,18673,1938,90,SOS
34721,77368,18559,18548,1427,158,MMK
36174,77955,18581,18529,1694,192,MZN
35650,77094,18521,18640,1408,45,CNY
40262,78787,18562,18681,2030,195,CRC
26080,77112,18560,18556,1617,174,PHP
33582,78194,18653,18541,1596,226,MOP
27996,77931,18672,18628,1917,241,AOA
32065,78387,18536,18551,1938,156,KGS
42009,77143,18676,18664,1901,235,SDG
27724,78334,18553,18615,1917,206,BZD
32578,79901,18654,18606,1708,157,PHP
25414,77668,18621,18664,2008,181,LBP
44534,79102,18695,18643,1938,128,BHD
28666,77322,18503,18667,1777,102,KZT
26567,79716,18539,18665,1408,221,VEF
43173,77548,18589,18638,1909,98,AZN
40948,79854,18676,18684,1408,124,BHD
43540,77395,18605,18656,1845,225,MZN
25897,78996,18593,18519,1807,158,TJS
42448,77482,18661,18643,1380,44,AOA
28745,77619,18571,18530,1368,161,KZT
34036,78110,18592,18519,1810,177,VUV
34266,77100,18560,18547,2018,242,GGP
41978,78875,18538,18564,1811,171,AMD
41330,79976,18595,18556,1909,222,KMF
30571,77353,18693,18500,1328,101,BIF
32590,77239,18521,18627,1592,223,PAB
40119,78468,18638,18672,1955,136,ISK
41875,78201,18559,18513,1419,179,BMD
36406,77352,18528,18593,1386,168,SCR
36940,78166,18540,18538,1530,154,HRK
31437,78918,18638,18524,1345,123,HTG
32366,79693,18561,18522,1955,91,KPW
39541,79270,18555,18560,1530,111,XOF
42368,79282,18664,18670,2008,120,TVD
30773,79763,18537,18529,1408,59,PKR
38895,79187,18543,18643,1901,118,MZN
32153,79649,18615,18669,1517,69,LYD
31979,78201,18547,18564,1368,96,NOK
36031,79578,18667,18606,1517,205,LTL
31191,79634,18598,18581,1816,165,TOP
40215,77267,18645,18560,1456,123,XDR
28528,79486,18538,18614,1883,192,LKR
41879,79234,18653,18652,1807,165,DZD
27453,79522,18681,18584,1807,42,MNT
28408,78995,18664,18608,1883,31,ILS
27737,79808,18560,18662,1910,182,CAD
33188,77054,18676,18631,1456,67,ISK
29664,79653,18693,18665,1517,59,GHS
42793,79923,18599,18641,1991,38,LYD
31488,78194,18650,18639,1991,76,STD
36646,78130,18537,18629,1845,121,IQD
37629,77166,18623,18531,1456,183,LYD
30611,78995,18669,18661,1456,215,GTQ
36393,78130,18598,18511,1596,232,AMD
37239,77619,18503,18541,1400,223,FKP
26138,77666,18621,18671,1191,129,MWK
40504,78586,18640,18524,1995,42,XCD
26986,77619,18503,18680,1408,198,BND
43713,78045,18598,18598,1780,165,PAB
29809,79806,18559,18681,1843,182,ANG
37352,79841,18565,18519,1368,165,TZS
44393,77711,18671,18556,2030,75,BTN
35766,77291,18606,18624,2018,111,XPF
28855,78787,18615,18658,1617,166,SOS
39228,77957,18592,18593,1810,93,BND
30631,77112,18608,18522,1419,243,HUF
